date,Adj Close,Close,High,Low,Open,Volume,daily_return,rolling_volatility_20d,rolling_volatility_10d,rolling_volatility_60d,sma_20,sma_50,sma_200,ema_20,price_over_sma20,price_over_sma50,price_over_sma200,mom_20d,mom_60d,weekly_return_5d,rsi_14,intraday_range,intraday_range_10d_ma,drawdown_60d,best_strategy,vix_level,vix_5d_change,vix_20d_ma,vix_20d_vol,rate_10y,rate_10y_20d_change,macd,macd_signal,macd_hist,month_pos_frac
2000-10-17,85.76765441894531,134.75,138.5625,134.40625,138.4375,7831700.0,-0.0248757884685795,0.0149129523162641,0.0183484751037291,0.0110344834269261,89.88646926879883,92.91702407836914,91.69568534851074,89.54258475697027,-0.0458224122424534,-0.0769435927413454,-0.0646489625660636,-0.0768573198084824,-0.080052366714959,-0.0213346531085014,33.85348315268989,0.0308441558441558,0.0240982237562661,-0.1141739877850556,momentum,27.84000015258789,,,,0.5664999961853028,,0.0,0.0,0.0,0.6363636363636364
2000-10-18,85.44940185546875,134.25,136.125,130.15625,132.625,10897300.0,-0.0037106362023381,0.0148901676165304,0.0177299333186596,0.0110225162566196,89.5478343963623,92.73798049926758,91.68146041870118,89.15275781397014,-0.0457680810320081,-0.0785932430764587,-0.0679751231576282,-0.0734389858811431,-0.086382437045155,-0.0167088032379709,28.22758492775684,0.0444599627560521,0.0268043331245203,-0.1174609658549531,momentum,28.719999313354492,,,,0.5657000064849853,,-0.025387668881307945,-0.005077533776261589,-0.020310135105046357,0.6363636363636364
2000-10-19,88.67168426513672,139.3125,139.453125,136.4375,136.84375,8767300.0,0.0377098299075073,0.0172522723980254,0.0225482004768188,0.0120694890825849,89.44042701721192,92.63925399780274,91.68255729675292,89.1069412855098,-0.0085950255126494,-0.0428281701486944,-0.0328401946934223,-0.0236528469530709,-0.0425878948363444,0.0464794019394809,42.40087393910048,0.0216464782413638,0.0279069956864113,-0.0841805689906075,momentum,25.09000015258789,,,,0.5651999950408936,,0.21205919494737202,0.03834981196846513,0.1737093829789069,0.6363636363636364
2000-10-20,89.04961395263672,139.90625,141.1875,138.375,138.375,7373500.0,0.0042621237053528,0.0167077961528559,0.0216623754429373,0.0120803542800451,89.26937217712403,92.55721267700196,91.69265140533447,89.10148153952188,-0.0024617426910013,-0.0378965466106433,-0.0288249648383925,-0.036996544893489,-0.0351997714616165,0.01703786682523,43.15226754032307,0.0201027473754746,0.0264502788422131,-0.0802772332838797,momentum,24.239999771118164,,,,0.5636000156402587,,0.42582467079664355,0.11584478373410081,0.30997988706254276,0.6363636363636364
2000-10-23,89.44738006591797,140.53125,141.03125,138.9375,139.9375,5290000.0,0.0044667921131338,0.0167131466527009,0.0215686697582025,0.0117436640674311,89.15102195739746,92.47439743041993,91.67946212768555,89.13442425632151,0.003324225589496,-0.0327335721952615,-0.0243465876649546,-0.025780321988118,-0.0085115106159626,0.0169603745285928,46.48809108919527,0.0148988214365132,0.0265562324144359,-0.0761690228832425,momentum,24.690000534057617,,,,0.5581999778747558,,0.6201826717859262,0.21671236134446592,0.4034703104414603,0.6363636363636364
2000-10-24,88.85065460205078,139.59375,141.9375,139.0,140.96875,5750700.0,-0.0066712458590451,0.016544756488068,0.0209159526738264,0.0117429691797763,89.06151466369629,92.35583831787108,91.66170989990236,89.10739857496239,-0.0023675777628724,-0.0379530279802792,-0.0306677161152822,-0.0197498903873424,-0.0213675353729952,0.0359459542643672,42.632196846958976,0.0210432057309156,0.0260731721432242,-0.0823321264637902,momentum,24.280000686645508,-0.12787354333442635,,,0.5623000144958497,,0.7177878187848705,0.31692745283254686,0.40086036595232366,0.6363636363636364
2000-10-25,86.76215362548828,136.3125,139.5625,136.125,138.75,9137600.0,-0.0235057466477494,0.0172204157530901,0.0222209685158299,0.0120865993016466,88.84371414184571,92.1970965576172,91.63904361724852,88.88404191310771,-0.023429463034763,-0.0589491766558225,-0.0532184732539298,-0.0478061699533787,-0.0501832884682362,0.0153629135080424,37.116645984754506,0.025217790004585,0.0260314354650377,-0.1039025950059113,momentum,26.649999618530273,-0.0720752000109447,,,0.5685999870300293,,0.619475103131947,0.3774369828924269,0.2420381202395201,0.6363636363636364
2000-10-26,87.0008773803711,136.6875,137.65625,134.03125,137.125,9345800.0,0.0027514733660631,0.016896202109457,0.0204096745171775,0.0120718725601576,88.57917137145996,92.04987548828124,91.62211200714113,88.70469290998993,-0.0178178906694694,-0.0548506782994283,-0.0504379840797583,-0.0573275118787004,-0.0523036533256987,-0.0188426203766441,42.13493920448008,0.0265203475080018,0.0250684467416595,-0.1014370068626718,momentum,28.6200008392334,0.14069352989945716,,,0.5672999858856201,,0.5544334162932927,0.41283626957260006,0.14159714672069262,0.6363636363636364
2000-10-27,88.6517333984375,139.28125,139.28125,136.625,137.875,9762900.0,0.0189751651681489,0.0174926744039716,0.0184347821975117,0.0123011238771906,88.44093055725098,91.9158303833008,91.60731376647948,88.69964914698494,0.0023835439073094,-0.0355118043459062,-0.0322635851497207,-0.0302441548470017,-0.0409536122295631,-0.0044680772497323,48.77521334248888,0.0190711240744895,0.0234998662822298,-0.0843866256539048,momentum,26.469999313354492,0.09199668165398922,,,0.5710999965667725,,0.6288487181737992,0.45603875929283993,0.17280995888095924,0.6363636363636364
2000-10-30,89.44738006591797,140.53125,141.09375,138.15625,138.4375,10154100.0,0.0089749702231372,0.0176367555363378,0.018571647831304,0.0123396616969769,88.33551139831543,91.8040480041504,91.59027450561524,88.77086161545475,0.0125868821044006,-0.0256706320632601,-0.0233965281932405,-0.0230284048102742,-0.0375113742975519,0.0,55.02754062008354,0.0209028241049588,0.024470745707651,-0.0761690228832425,momentum,25.459999084472656,0.031186655883336023,,,0.5728000164031982,,0.7434553273871813,0.5135220729117083,0.22993325447547308,0.6363636363636364
