date,Adj Close,Close,High,Low,Open,Volume,daily_return,rolling_volatility_20d,rolling_volatility_10d,rolling_volatility_60d,sma_20,sma_50,sma_200,ema_20,price_over_sma20,price_over_sma50,price_over_sma200,mom_20d,mom_60d,weekly_return_5d,rsi_14,intraday_range,intraday_range_10d_ma,drawdown_60d
2000-10-17,85.76765441894531,134.75,138.5625,134.40625,138.4375,7831700.0,-0.02487578846857952,0.01491295231626417,0.01834847510372916,0.011034483426926166,89.88646926879883,92.91702407836914,91.69568534851074,89.54258475697027,-0.045822412242453425,-0.07694359274134543,-0.06464896256606367,-0.07685731980848243,-0.08005236671495908,-0.021334653108501467,33.85348315268989,0.030844155844155844,0.024098223756266142,-0.11417398778505561
2000-10-18,85.44940185546875,134.25,136.125,130.15625,132.625,10897300.0,-0.0037106362023381356,0.01489016761653049,0.017729933318659626,0.011022516256619687,89.5478343963623,92.73798049926758,91.68146041870118,89.15275781397014,-0.045768081032008134,-0.07859324307645876,-0.06797512315762821,-0.07343898588114317,-0.08638243704515502,-0.01670880323797097,28.227584927756837,0.04445996275605214,0.026804333124520335,-0.11746096585495314
2000-10-19,88.67168426513672,139.3125,139.453125,136.4375,136.84375,8767300.0,0.037709829907507375,0.017252272398025435,0.022548200476818867,0.012069489082584912,89.44042701721192,92.63925399780274,91.68255729675293,89.1069412855098,-0.008595025512649457,-0.042828170148694444,-0.032840194693422364,-0.023652846953070905,-0.0425878948363444,0.04647940193948097,42.40087393910048,0.02164647824136384,0.02790699568641138,-0.08418056899060755
2000-10-20,89.04961395263672,139.90625,141.1875,138.375,138.375,7373500.0,0.004262123705352838,0.016707796152855964,0.02166237544293732,0.012080354280045199,89.26937217712403,92.55721267700196,91.69265140533447,89.10148153952188,-0.0024617426910013007,-0.037896546610643345,-0.028824964838392586,-0.036996544893489025,-0.03519977146161657,0.017037866825230008,43.15226754032307,0.02010274737547465,0.026450278842213164,-0.0802772332838797
2000-10-23,89.44738006591797,140.53125,141.03125,138.9375,139.9375,5290000.0,0.004466792113133833,0.01671314665270097,0.02156866975820257,0.011743664067431105,89.15102195739746,92.47439743041993,91.67946212768555,89.13442425632151,0.003324225589496077,-0.03273357219526152,-0.024346587664954678,-0.025780321988118082,-0.00851151061596267,0.016960374528592892,46.48809108919527,0.014898821436513231,0.026556232414435915,-0.07616902288324257
2000-10-24,88.85065460205078,139.59375,141.9375,139.0,140.96875,5750700.0,-0.006671245859045105,0.016544756488068017,0.02091595267382645,0.01174296917977635,89.06151466369629,92.35583831787109,91.66170989990235,89.10739857496239,-0.0023675777628724415,-0.03795302798027922,-0.030667716115282295,-0.019749890387342428,-0.021367535372995294,0.0359459542643672,42.632196846958976,0.021043205730915605,0.026073172143224254,-0.08233212646379029
2000-10-25,86.76215362548828,136.3125,139.5625,136.125,138.75,9137600.0,-0.023505746647749404,0.017220415753090135,0.022220968515829984,0.012086599301646617,88.84371414184571,92.19709655761719,91.63904361724853,88.88404191310771,-0.02342946303476301,-0.058949176655822555,-0.05321847325392981,-0.04780616995337872,-0.050183288468236276,0.01536291350804242,37.116645984754506,0.02521779000458505,0.026031435465037757,-0.10390259500591137
2000-10-26,87.0008773803711,136.6875,137.65625,134.03125,137.125,9345800.0,0.002751473366063184,0.01689620210945706,0.020409674517177588,0.012071872560157695,88.57917137145996,92.04987548828124,91.62211200714111,88.70469290998993,-0.017817890669469483,-0.05485067829942836,-0.0504379840797583,-0.05732751187870044,-0.05230365332569875,-0.018842620376644192,42.13493920448008,0.026520347508001828,0.02506844674165954,-0.10143700686267187
2000-10-27,88.6517333984375,139.28125,139.28125,136.625,137.875,9762900.0,0.0189751651681489,0.017492674403971627,0.01843478219751172,0.012301123877190626,88.44093055725098,91.91583038330079,91.60731376647949,88.69964914698494,0.0023835439073094378,-0.035511804345906284,-0.03226358514972072,-0.030244154847001714,-0.040953612229563174,-0.004468077249732305,48.77521334248888,0.019071124074489566,0.023499866282229803,-0.08438662565390487
2000-10-30,89.44738006591797,140.53125,141.09375,138.15625,138.4375,10154100.0,0.008974970223137202,0.017636755536337898,0.018571647831304047,0.01233966169697699,88.33551139831543,91.80404800415039,91.59027450561524,88.77086161545475,0.01258688210440062,-0.025670632063260146,-0.023396528193240562,-0.02302840481027424,-0.037511374297551914,0.0,55.02754062008354,0.02090282410495886,0.02447074570765106,-0.07616902288324257
