Price,Adj Close,Close,High,Low,Open,Volume
2002-04-15,71.70069122314453,110.56999969482422,111.86000061035156,110.19999694824219,111.62000274658203,17394900
2002-04-16,73.4061279296875,113.19999694824219,113.31999969482422,111.66999816894531,111.69999694824219,15040900
2002-04-17,73.25054931640625,112.95999908447266,113.66999816894531,112.5999984741211,113.38999938964844,12920100
2002-04-18,72.9327621459961,112.47000122070312,113.45999908447266,111.1500015258789,112.9000015258789,25204800
2002-04-19,73.19863891601562,112.87999725341797,113.23999786376953,112.55999755859375,113.19999694824219,10499200
2002-04-22,71.97955322265625,111.0,112.43000030517578,110.83999633789062,112.37999725341797,13922900
2002-04-23,71.66828918457031,110.5199966430664,111.4800033569336,110.16999816894531,111.08999633789062,16967000
2002-04-24,70.94845581054688,109.41000366210938,111.80999755859375,109.4000015258789,110.55999755859375,18902700
2002-04-25,70.98739624023438,109.47000122070312,109.73999786376953,108.72000122070312,109.20999908447266,25451500
2002-04-26,69.63858795166016,107.38999938964844,110.01000213623047,107.29000091552734,109.79000091552734,19769800
2002-04-29,69.29486083984375,106.86000061035156,108.26000213623047,106.62999725341797,107.93000030517578,17724400
2002-04-30,69.9433364868164,107.86000061035156,108.63999938964844,106.63999938964844,107.0199966430664,19473500
2002-05-01,70.79933166503906,109.18000030517578,109.25,106.80000305175781,107.97000122070312,24575600
2002-05-02,70.52698516845703,108.76000213623047,109.91000366210938,107.77999877929688,109.0999984741211,15666800
2002-05-03,69.76179504394531,107.58000183105469,108.76000213623047,107.19999694824219,108.5999984741211,18185500
2002-05-06,68.3935317993164,105.47000122070312,107.98999786376953,105.30999755859375,107.63999938964844,23630400
2002-05-07,68.15360260009766,105.0999984741211,106.31999969482422,104.9000015258789,106.0999984741211,21910000
2002-05-08,70.68907165527344,109.01000213623047,109.36000061035156,106.79000091552734,107.05000305175781,27917400
2002-05-09,69.87201690673828,107.75,109.0999984741211,107.58000183105469,108.6500015258789,18085600
2002-05-10,68.55564880371094,105.72000122070312,108.05000305175781,105.5999984741211,107.97000122070312,18958900
2002-05-13,69.94984436035156,107.87000274658203,107.94999694824219,105.79000091552734,106.22000122070312,14677700
2002-05-14,71.47372436523438,110.22000122070312,110.37000274658203,109.0,109.62000274658203,34201200
2002-05-15,71.19487762451172,109.79000091552734,110.91000366210938,109.29000091552734,109.5,29535300
2002-05-16,71.56449127197266,110.36000061035156,110.4800033569336,109.33000183105469,109.69999694824219,28092000
2002-05-17,71.91465759277344,110.9000015258789,111.25,110.0999984741211,110.66000366210938,27823700
2002-05-20,71.13651275634766,109.69999694824219,110.69000244140625,109.48999786376953,110.63999938964844,13833800
2002-05-21,70.48809814453125,108.69999694824219,110.4800033569336,108.31999969482422,110.11000061035156,16877200
2002-05-22,70.64368438720703,108.94000244140625,109.12000274658203,108.0,108.22000122070312,15844200
2002-05-23,71.39592742919922,110.0999984741211,110.36000061035156,108.4800033569336,109.26000213623047,13879800
2002-05-24,70.4815673828125,108.69000244140625,110.19999694824219,108.61000061035156,109.9800033569336,11877000
2002-05-28,70.0989990234375,108.0999984741211,109.12999725341797,107.44999694824219,109.05000305175781,24236900
2002-05-29,69.58024597167969,107.30000305175781,108.0199966430664,107.12999725341797,107.62000274658203,14773300
2002-05-30,69.38567352294922,107.0,107.51000213623047,105.9000015258789,106.55000305175781,18217900
2002-05-31,69.5283432006836,107.22000122070312,108.55999755859375,106.8499984741211,107.4000015258789,19826300
2002-06-03,67.6801986694336,104.37000274658203,107.5999984741211,104.12999725341797,107.08999633789062,26056300
2002-06-04,67.84880828857422,104.62999725341797,105.19999694824219,103.55000305175781,104.1500015258789,25856200
2002-06-05,68.48431396484375,105.61000061035156,105.66999816894531,104.3499984741211,104.94999694824219,19695900
2002-06-06,67.09013366699219,103.45999908447266,105.5999984741211,103.1500015258789,105.54000091552734,22998500
2002-06-07,67.01229858398438,103.33999633789062,103.91999816894531,101.72000122070312,101.77999877929688,24011600
2002-06-10,67.27172088623047,103.73999786376953,104.45999908447266,103.0199966430664,103.23999786376953,18759900
2002-06-11,66.1174087524414,101.95999908447266,104.54000091552734,101.7300033569336,104.12999725341797,19990700
2002-06-12,66.51944732666016,102.58000183105469,102.80999755859375,100.77999877929688,101.70999908447266,31266000
2002-06-13,65.85152435302734,101.55000305175781,103.0,101.33999633789062,102.12999725341797,21043900
2002-06-14,65.7542495727539,101.4000015258789,101.55999755859375,98.5,100.30999755859375,39267500
2002-06-17,67.51811218261719,104.12000274658203,104.33999633789062,101.8499984741211,101.91999816894531,17647200
2002-06-18,68.06928253173828,104.97000122070312,105.02999877929688,103.62999725341797,103.73999786376953,21628500
2002-06-19,66.48055267333984,102.5199966430664,104.43000030517578,102.23999786376953,103.5,21540700
2002-06-20,65.6310806274414,101.20999908447266,103.05000305175781,100.95999908447266,102.26000213623047,25691000
2002-06-21,64.60488891601562,99.27999877929688,100.93000030517578,98.68000030517578,100.47000122070312,31190700
2002-06-24,64.94327545166016,99.80000305175781,100.69000244140625,97.25,98.61000061035156,37169700
2002-06-25,63.485595703125,97.55999755859375,100.88999938964844,97.54000091552734,100.30000305175781,33355000
2002-06-26,63.5897216796875,97.72000122070312,98.1500015258789,95.19000244140625,95.19999694824219,37913600
2002-06-27,64.70247650146484,99.43000030517578,99.48999786376953,96.56999969482422,98.5,31616400
2002-06-28,64.39659118652344,98.95999908447266,100.5,98.87999725341797,99.23999786376953,28184200
2002-07-01,63.14069366455078,97.02999877929688,99.80000305175781,96.88999938964844,99.18000030517578,20270200
2002-07-02,61.80020523071289,94.97000122070312,97.19999694824219,94.7699966430664,96.86000061035156,34213900
2002-07-03,62.151607513427734,95.51000213623047,95.83999633789062,93.72000122070312,94.62000274658203,30565800
2002-07-05,64.62437438964844,99.30999755859375,99.52999877929688,96.66000366210938,96.77999877929688,19013500
2002-07-08,63.81745147705078,98.06999969482422,99.69999694824219,97.55999755859375,98.9800033569336,19118600
2002-07-09,62.21012878417969,95.5999984741211,98.33999633789062,95.01000213623047,97.7300033569336,28620400
2002-07-10,59.945594787597656,92.12000274658203,96.06999969482422,92.04000091552734,96.0,50522500
2002-07-11,60.43365478515625,92.87000274658203,93.3499984741211,90.31999969482422,91.76000213623047,59476500
2002-07-12,59.76991653442383,91.8499984741211,93.88999938964844,91.5199966430664,93.33000183105469,39018600
2002-07-15,60.08876037597656,92.33999633789062,92.4000015258789,87.88999938964844,91.63999938964844,77317200
2002-07-16,58.93046569824219,90.55999755859375,92.37999725341797,89.87000274658203,91.12000274658203,53282400
2002-07-17,59.047584533691406,90.73999786376953,93.30000305175781,89.75,92.45999908447266,48880600
2002-07-18,57.13445281982422,87.80000305175781,91.0999984741211,87.75,90.69999694824219,32656700
2002-07-19,55.12364196777344,84.70999908447266,87.55000305175781,84.30000305175781,86.76000213623047,77572600
2002-07-22,53.49032211303711,82.19999694824219,85.91000366210938,81.44999694824219,84.0999984741211,78134000
2002-07-23,52.02616882324219,79.94999694824219,83.23999786376953,79.75,82.55000305175781,74484100
2002-07-24,55.13017654418945,84.72000122070312,85.12000274658203,77.68000030517578,78.12999725341797,107022800
2002-07-25,54.661659240722656,84.0,85.8499984741211,81.5999984741211,84.2699966430664,87176600
2002-07-26,55.70280838012695,85.5999984741211,85.93000030517578,83.80000305175781,84.6500015258789,41206800
2002-07-29,58.4163932800293,89.7699966430664,90.33999633789062,87.30000305175781,87.5,53492900
2002-07-30,59.177734375,90.94000244140625,91.4000015258789,88.72000122070312,89.31999969482422,47532200
2002-07-31,59.320899963378906,91.16000366210938,91.55000305175781,89.25,90.48999786376953,44669900
2002-08-01,57.77214431762695,88.77999877929688,91.3499984741211,88.33000183105469,90.87999725341797,66571900
2002-08-02,56.47719955444336,86.79000091552734,88.91000366210938,85.62000274658203,88.5,51772900
2002-08-05,54.51197052001953,83.7699966430664,86.93000030517578,83.55000305175781,86.48999786376953,47191300
2002-08-06,56.34703063964844,86.58999633789062,87.9000015258789,85.11000061035156,85.2300033569336,64730000
2002-08-07,57.329647064208984,88.0999984741211,88.5,85.7699966430664,87.87000274658203,43289400
2002-08-08,59.184242248535156,90.94999694824219,91.0999984741211,87.80000305175781,88.41999816894531,48339800
2002-08-09,59.405494689941406,91.29000091552734,91.94000244140625,89.3499984741211,90.0999984741211,41879200
2002-08-12,58.96949768066406,90.62000274658203,91.2699966430664,89.55000305175781,89.98999786376953,25841700
2002-08-13,57.89578628540039,88.97000122070312,91.66000366210938,88.6500015258789,90.1500015258789,49690500
2002-08-14,60.01066970825195,92.22000122070312,92.62999725341797,88.0199966430664,89.0199966430664,57423600
2002-08-15,60.84362030029297,93.5,93.98999786376953,92.19999694824219,92.83999633789062,45551500
2002-08-16,60.661399841308594,93.22000122070312,94.08000183105469,92.0,92.81999969482422,36517300
2002-08-19,62.07999801635742,95.4000015258789,95.75,93.0999984741211,93.45999908447266,33669900
2002-08-20,61.42277908325195,94.38999938964844,95.4000015258789,93.62000274658203,94.81999969482422,30508300
2002-08-21,62.307769775390625,95.75,95.77999877929688,93.56999969482422,95.05999755859375,39628900
2002-08-22,62.9129753112793,96.68000030517578,97.1500015258789,95.06999969482422,95.48999786376953,38399800
2002-08-23,61.55942916870117,94.5999984741211,96.1500015258789,94.1500015258789,96.01000213623047,33716400
2002-08-26,61.9889030456543,95.26000213623047,95.63999938964844,93.5,94.91000366210938,33830100
2002-08-27,61.27310562133789,94.16000366210938,96.25,93.5,95.69999694824219,35335700
2002-08-28,59.93258285522461,92.0999984741211,93.48999786376953,91.80000305175781,93.27999877929688,38970600
2002-08-29,59.9586296081543,92.13999938964844,93.05000305175781,90.80999755859375,91.2699966430664,42965700
2002-08-30,59.7243537902832,91.77999877929688,93.38999938964844,91.4000015258789,91.68000030517578,30366700
2002-09-03,57.44676971435547,88.27999877929688,91.0,88.1500015258789,90.7300033569336,76586400
2002-09-04,58.266693115234375,89.54000091552734,90.25,88.05999755859375,88.61000061035156,51099500
2002-09-05,57.77214431762695,88.77999877929688,89.43000030517578,87.5,88.48999786376953,67250900
2002-09-06,58.56604766845703,90.0,90.56999969482422,89.33999633789062,89.75,38622200
2002-09-09,58.995548248291016,90.66000366210938,91.3499984741211,88.80000305175781,89.0999984741211,33998400
2002-09-10,59.67230987548828,91.69999694824219,91.77999877929688,90.55999755859375,91.13999938964844,41416600
2002-09-11,59.30138397216797,91.12999725341797,93.33000183105469,91.0999984741211,92.47000122070312,27711200
2002-09-12,58.20819091796875,89.44999694824219,90.83999633789062,88.98999786376953,90.75,43601700
2002-09-13,58.351318359375,89.66999816894531,89.9000015258789,88.25,88.69000244140625,41131000
2002-09-16,58.494483947753906,89.88999938964844,89.88999938964844,88.45999908447266,89.30999755859375,28167600
2002-09-17,57.15395736694336,87.83000183105469,91.19000244140625,87.75,90.88999938964844,47609700
2002-09-18,56.58131408691406,86.94999694824219,88.5,86.27999877929688,87.01000213623047,54719400
2002-09-19,55.11715316772461,84.69999694824219,86.80000305175781,84.69999694824219,85.98999786376953,48510500
2002-09-20,55.13545227050781,84.3499984741211,85.19999694824219,84.05000305175781,84.91999816894531,46325600
2002-09-23,54.684444427490234,83.66000366210938,84.05999755859375,82.69000244140625,83.6500015258789,46893800
2002-09-24,53.80202102661133,82.30999755859375,83.6500015258789,81.8499984741211,82.44000244140625,69507000
2002-09-25,55.13545227050781,84.3499984741211,84.7699966430664,82.04000091552734,83.37000274658203,59294400
2002-09-26,56.03750228881836,85.7300033569336,85.97000122070312,84.44999694824219,85.0199966430664,53638000
2002-09-27,54.08963394165039,82.75,85.62999725341797,82.75,85.0,64648300
2002-09-30,53.46210861206055,81.79000091552734,82.80000305175781,80.9000015258789,82.0,73096400
2002-10-01,56.03095245361328,85.72000122070312,85.7699966430664,81.47000122070312,82.43000030517578,67198100
2002-10-02,54.35110855102539,83.1500015258789,85.52999877929688,82.5999984741211,84.69000244140625,56749100
2002-10-03,53.80202102661133,82.30999755859375,84.5999984741211,81.94999694824219,83.13999938964844,55547000
2002-10-04,52.815006256103516,80.80000305175781,82.91999816894531,79.58000183105469,82.80000305175781,68483700
2002-10-07,51.72339630126953,79.12999725341797,81.19999694824219,78.55000305175781,80.05999755859375,53188000
2002-10-08,52.53396224975586,80.37000274658203,81.30999755859375,78.19999694824219,79.80999755859375,79531000
2002-10-09,51.050148010253906,78.0999984741211,79.69999694824219,77.77999877929688,79.08999633789062,79956400
2002-10-10,52.70386505126953,80.62999725341797,81.06999969482422,77.06999969482422,77.94000244140625,76749000
2002-10-11,55.01126480102539,84.16000366210938,84.7300033569336,81.81999969482422,82.0999984741211,82308300
2002-10-14,55.31848907470703,84.62999725341797,84.8499984741211,83.04000091552734,83.19999694824219,40631900
2002-10-15,57.97884750366211,88.69999694824219,88.72000122070312,86.8499984741211,86.98999786376953,82320300
2002-10-16,56.573490142822266,86.55000305175781,87.80000305175781,85.91999816894531,87.41000366210938,62977800
2002-10-17,57.69780349731445,88.2699966430664,89.30000305175781,87.8499984741211,88.87000274658203,68534100
2002-10-18,57.93962097167969,88.63999938964844,89.11000061035156,86.93000030517578,87.6500015258789,47448700
2002-10-21,58.93970489501953,90.16999816894531,90.5,87.56999969482422,88.12000274658203,45859100
2002-10-22,58.51484680175781,89.5199966430664,90.01000213623047,88.5199966430664,89.05000305175781,40966800
2002-10-23,58.95930862426758,90.19999694824219,90.2699966430664,87.68000030517578,88.7699966430664,54905800
2002-10-24,57.756629943847656,88.36000061035156,90.9000015258789,88.0999984741211,90.75,54987400
2002-10-25,58.95930862426758,90.19999694824219,90.38999938964844,87.94000244140625,88.20999908447266,43672100
2002-10-28,58.57366943359375,89.61000061035156,91.29000091552734,88.8499984741211,91.1500015258789,39416100
2002-10-29,57.89387893676758,88.56999969482422,89.48999786376953,87.0,89.08000183105469,59508200
2002-10-30,58.45601272583008,89.43000030517578,89.95999908447266,88.2300033569336,88.68000030517578,41688600
2002-10-31,57.86117935180664,88.5199966430664,90.30000305175781,88.19000244140625,89.66000366210938,41620600
2002-11-01,59.00507736206055,90.2699966430664,90.81999969482422,88.05000305175781,88.3499984741211,51878900
2002-11-04,59.56721878051758,91.12999725341797,92.94000244140625,90.9000015258789,91.80000305175781,49080600
2002-11-05,60.0378532409668,91.8499984741211,92.06999969482422,90.83999633789062,90.83999633789062,37270800
2002-11-06,60.815673828125,93.04000091552734,93.06999969482422,90.79000091552734,92.4800033569336,65013100
2002-11-07,59.32537078857422,90.76000213623047,92.22000122070312,90.22000122070312,92.0199966430664,51572000
2002-11-08,58.599815368652344,89.6500015258789,91.56999969482422,89.5199966430664,90.52999877929688,37905400
2002-11-11,57.691261291503906,88.26000213623047,89.55999755859375,87.80000305175781,89.51000213623047,33505100
2002-11-12,58.14878845214844,88.95999908447266,89.93000030517578,88.37000274658203,88.66000366210938,37724500
2002-11-13,58.207603454589844,89.05000305175781,89.73999786376953,87.44999694824219,88.31999969482422,63891500
2002-11-14,59.30575942993164,90.7300033569336,91.0,89.75,90.06999969482422,31896800
2002-11-15,59.74370574951172,91.4000015258789,91.55000305175781,89.94999694824219,90.0,39152100
2002-11-18,59.142333984375,90.4800033569336,92.1500015258789,90.3499984741211,92.1500015258789,28934800
2002-11-19,59.06391143798828,90.36000061035156,91.0999984741211,89.76000213623047,90.0199966430664,32806600
2002-11-20,60.37776184082031,92.37000274658203,92.41999816894531,89.94999694824219,89.9800033569336,36688400
2002-11-21,61.502010345458984,94.08999633789062,94.19000244140625,92.43000030517578,92.5999984741211,55128200
2002-11-22,61.06410217285156,93.41999816894531,94.2699966430664,93.2699966430664,93.4800033569336,32513800
2002-11-25,61.103336334228516,93.4800033569336,94.26000213623047,92.7699966430664,93.43000030517578,33846400
2002-11-26,59.939796447753906,91.69999694824219,93.44999694824219,91.62000274658203,93.06999969482422,42284700
2002-11-27,61.62621307373047,94.27999877929688,94.6500015258789,92.43000030517578,92.5199966430664,37764000
2002-11-29,61.43013381958008,93.9800033569336,94.94999694824219,93.7699966430664,94.80000305175781,19385700
2002-12-02,61.52815628051758,94.12999725341797,96.05000305175781,93.22000122070312,95.47000122070312,49911900
2002-12-03,60.7045783996582,92.87000274658203,93.4000015258789,92.3499984741211,93.25,34407700
2002-12-04,60.43004608154297,92.44999694824219,93.13999938964844,91.43000030517578,91.7699966430664,64040800
2002-12-05,59.7633171081543,91.43000030517578,92.80000305175781,91.0999984741211,92.7300033569336,36724900
2002-12-06,60.155517578125,92.02999877929688,92.16999816894531,89.9800033569336,90.12000274658203,49824100
2002-12-09,58.50174331665039,89.5,91.45999908447266,89.4800033569336,91.06999969482422,36789600
2002-12-10,59.286128997802734,90.69999694824219,91.0999984741211,89.76000213623047,90.0199966430664,33319900
2002-12-11,59.33843231201172,90.77999877929688,91.62000274658203,90.16000366210938,90.41999816894531,39201000
2002-12-12,59.33192825317383,90.7699966430664,91.48999786376953,90.19999694824219,91.19999694824219,34465600
2002-12-13,58.397186279296875,89.33999633789062,90.4800033569336,89.2699966430664,89.91000366210938,36862200
2002-12-16,59.90711975097656,91.6500015258789,91.79000091552734,89.66000366210938,89.81999969482422,37098400
2002-12-17,59.38417434692383,90.8499984741211,91.73999786376953,90.73999786376953,91.37000274658203,32353900
2002-12-18,58.69789123535156,89.80000305175781,90.4000015258789,89.33000183105469,90.31999969482422,35612600
2002-12-19,58.279518127441406,89.16000366210938,90.69999694824219,88.5999984741211,89.3499984741211,39264200
2002-12-20,59.111106872558594,89.98999786376953,90.0199966430664,89.0999984741211,89.19999694824219,31176900
2002-12-23,59.13082504272461,90.0199966430664,90.47000122070312,89.30999755859375,89.58999633789062,22599300
2002-12-24,58.69071960449219,89.3499984741211,89.86000061035156,89.25,89.58999633789062,10937000
2002-12-26,58.71701431274414,89.38999938964844,90.61000061035156,88.83999633789062,89.69999694824219,17485600
2002-12-27,57.396705627441406,87.37999725341797,89.29000091552734,87.37999725341797,88.95999908447266,22205700
2002-12-30,57.87620162963867,88.11000061035156,88.47000122070312,87.22000122070312,87.79000091552734,29968000
2002-12-31,57.955013275146484,88.2300033569336,88.43000030517578,87.11000061035156,87.98999786376953,34036600
2003-01-02,59.820533752441406,91.06999969482422,91.30000305175781,88.54000091552734,88.8499984741211,44516300
2003-01-03,60.004432678222656,91.3499984741211,91.37999725341797,90.5,90.91000366210938,32222600
2003-01-06,61.06198501586914,92.95999908447266,93.48999786376953,91.16999816894531,91.23999786376953,40984500
2003-01-07,60.91090393066406,92.7300033569336,93.37000274658203,92.19999694824219,92.9000015258789,38640400
2003-01-08,60.0307502746582,91.38999938964844,92.4000015258789,91.05000305175781,92.19999694824219,38702200
2003-01-09,60.963497161865234,92.80999755859375,93.18000030517578,91.41000366210938,91.81999969482422,34804900
2003-01-10,61.12769317626953,93.05999755859375,93.63999938964844,91.80000305175781,91.94999694824219,37768900
2003-01-13,61.10798645019531,93.02999877929688,93.86000061035156,92.44000244140625,93.54000091552734,31649900
2003-01-14,61.305030822753906,93.33000183105469,93.83000183105469,92.41000366210938,92.69000244140625,30733000
2003-01-15,60.69416427612305,92.4000015258789,93.56999969482422,91.91000366210938,93.54000091552734,33511800
2003-01-16,60.44454574584961,92.0199966430664,92.93000030517578,91.44999694824219,92.5,44812100
2003-01-17,59.55124282836914,90.66000366210938,92.30000305175781,90.1500015258789,90.98999786376953,35618300
2003-01-21,58.625038146972656,89.25,90.91999816894531,88.94999694824219,90.87000274658203,36826200
2003-01-22,57.91563415527344,88.16999816894531,89.80000305175781,88.0,88.7699966430664,42286500
2003-01-23,58.27032470703125,88.70999908447266,89.37999725341797,87.94999694824219,88.75,55919800
2003-01-24,56.73982620239258,86.37999725341797,88.68000030517578,86.16999816894531,88.58999633789062,68633900
2003-01-27,55.96474838256836,85.19999694824219,86.80000305175781,84.5,85.7300033569336,57884400
2003-01-28,56.378578186035156,85.83000183105469,86.4000015258789,85.12999725341797,85.62999725341797,46929100
2003-01-29,56.80550003051758,86.4800033569336,87.18000030517578,84.7699966430664,85.41999816894531,53712200
2003-01-30,55.45894241333008,84.43000030517578,86.87999725341797,84.4000015258789,86.79000091552734,49845900
2003-01-31,56.52965545654297,86.05999755859375,86.20999908447266,84.1500015258789,84.1500015258789,55317000
2003-02-03,56.64131546020508,86.2300033569336,86.80999755859375,85.91999816894531,86.13999938964844,39696000
2003-02-04,56.08298110961914,85.37999725341797,85.75,84.30000305175781,85.30999755859375,43633400
2003-02-05,55.734832763671875,84.8499984741211,86.54000091552734,84.4800033569336,85.75,55270600
2003-02-06,55.472103118896484,84.44999694824219,84.88999938964844,83.6500015258789,84.37000274658203,53638000
2003-02-07,54.795501708984375,83.41999816894531,84.98999786376953,82.97000122070312,84.91000366210938,43165000
2003-02-10,55.18306350708008,84.01000213623047,84.12999725341797,82.6500015258789,83.45999908447266,45455900
2003-02-11,54.80210494995117,83.43000030517578,84.87999725341797,82.83000183105469,84.37000274658203,46861000
2003-02-12,53.92848205566406,82.0999984741211,83.62000274658203,82.08999633789062,83.16000366210938,35873600
2003-02-13,54.0926628112793,82.3499984741211,82.66000366210938,81.0,82.1500015258789,57934100
2003-02-14,55.2750358581543,84.1500015258789,84.19999694824219,81.81999969482422,82.37000274658203,59580900
2003-02-18,56.2472038269043,85.62999725341797,85.80000305175781,84.38999938964844,84.52999877929688,39492700
2003-02-19,55.95158386230469,85.18000030517578,85.47000122070312,84.27999877929688,85.31999969482422,31432000
2003-02-20,55.39325714111328,84.33000183105469,85.41999816894531,84.05000305175781,85.20999908447266,29280100
2003-02-21,55.95158386230469,85.18000030517578,85.73999786376953,83.45999908447266,84.37999725341797,60955800
2003-02-24,55.045143127441406,83.80000305175781,85.0,83.58999633789062,84.93000030517578,30628600
2003-02-25,55.48523712158203,84.47000122070312,84.48999786376953,82.22000122070312,82.94999694824219,56770600
2003-02-26,54.67728042602539,83.23999786376953,84.52999877929688,83.08000183105469,84.0199966430664,37787200
2003-02-27,55.39984130859375,84.33999633789062,84.75,83.16000366210938,83.69999694824219,51126000
2003-02-28,55.76768112182617,84.9000015258789,85.2300033569336,84.16000366210938,84.47000122070312,43666800
2003-03-03,55.235626220703125,84.08999633789062,85.77999877929688,83.72000122070312,85.26000213623047,42923100
2003-03-04,54.35542678833008,82.75,84.01000213623047,82.6500015258789,83.94999694824219,31440500
2003-03-05,54.81520080566406,83.44999694824219,83.54000091552734,82.36000061035156,82.61000061035156,43974700
2003-03-06,54.35542678833008,82.75,83.5199966430664,82.47000122070312,82.87000274658203,41217700
2003-03-07,54.729835510253906,83.31999969482422,83.98999786376953,81.43000030517578,81.61000061035156,63538000
2003-03-10,53.41612243652344,81.31999969482422,82.86000061035156,81.0999984741211,82.5999984741211,41014100
2003-03-11,52.89061737060547,80.5199966430664,82.0,80.4800033569336,81.4800033569336,48102700
2003-03-12,53.24533462524414,81.05999755859375,81.0999984741211,79.37999725341797,80.37999725341797,62459800
2003-03-13,55.084537506103516,83.86000061035156,83.91000366210938,81.52999877929688,82.18000030517578,72117800
2003-03-14,55.261905670166016,84.12999725341797,84.7699966430664,83.3499984741211,84.19999694824219,63951800
2003-03-17,57.00257110595703,86.77999877929688,86.94999694824219,83.22000122070312,83.45999908447266,88217500
2003-03-18,57.33759689331055,87.29000091552734,87.3499984741211,86.27999877929688,87.1500015258789,50792300
2003-03-19,57.777671813964844,87.95999908447266,88.16000366210938,86.68000030517578,87.27999877929688,49630800
2003-03-20,57.90248107910156,88.1500015258789,88.58999633789062,86.3499984741211,87.33000183105469,67321600
2003-03-21,59.138427734375,89.66999816894531,89.87999725341797,87.93000030517578,88.80000305175781,71165300
2003-03-24,57.173057556152344,86.69000244140625,88.13999938964844,86.3499984741211,88.0199966430664,65398900
2003-03-25,57.720462799072266,87.5199966430664,88.26000213623047,86.44000244140625,86.73999786376953,61040100
2003-03-26,57.43028259277344,87.08000183105469,87.8499984741211,86.80000305175781,87.55999755859375,45740800
2003-03-27,57.476444244384766,87.1500015258789,87.66000366210938,85.98999786376953,86.4000015258789,53120200
2003-03-28,57.18626403808594,86.70999908447266,87.27999877929688,86.25,86.47000122070312,32583000
2003-03-31,55.88705825805664,84.73999786376953,86.58999633789062,84.4000015258789,85.3499984741211,61119500
2003-04-01,56.744388580322266,86.04000091552734,86.38999938964844,84.91000366210938,85.25,53574000
2003-04-02,58.116180419921875,88.12000274658203,88.7699966430664,87.5,87.54000091552734,50431200
2003-04-03,57.83917236328125,87.69999694824219,88.98999786376953,87.6500015258789,88.87000274658203,48755500
2003-04-04,58.18210983276367,88.22000122070312,88.58999633789062,87.62000274658203,88.43000030517578,36250100
2003-04-07,58.06999588012695,88.05000305175781,90.8499984741211,87.97000122070312,90.33999633789062,69776200
2003-04-08,58.162330627441406,88.19000244140625,88.6500015258789,87.70999908447266,88.30000305175781,39712700
2003-04-09,57.397300720214844,87.02999877929688,89.0999984741211,86.7699966430664,88.36000061035156,55647300
2003-04-10,57.713863372802734,87.51000213623047,87.62999725341797,85.70999908447266,87.08999633789062,41812400
2003-04-11,57.476444244384766,87.1500015258789,88.69999694824219,86.86000061035156,88.16000366210938,47730100
2003-04-14,58.66357421875,88.94999694824219,89.0,87.0,87.47000122070312,36711700
2003-04-15,59.2109489440918,89.77999877929688,89.77999877929688,88.41999816894531,88.83999633789062,49709800
2003-04-16,58.20192337036133,88.25,90.05999755859375,88.02999877929688,89.91000366210938,51788000
2003-04-17,59.06584930419922,89.55999755859375,89.72000122070312,88.19000244140625,88.30000305175781,37403100
2003-04-21,59.125240325927734,89.6500015258789,90.16000366210938,89.05999755859375,89.86000061035156,32052700
2003-04-22,60.239776611328125,91.33999633789062,91.55999755859375,88.88999938964844,89.0999984741211,59763600
2003-04-23,60.79380416870117,92.18000030517578,92.3499984741211,91.23999786376953,91.62000274658203,44227100
2003-04-24,60.25297546386719,91.36000061035156,92.08000183105469,90.95999908447266,91.52999877929688,49692400
2003-04-25,59.507755279541016,90.2300033569336,91.47000122070312,90.0199966430664,91.30000305175781,43917200
2003-04-28,60.536590576171875,91.79000091552734,92.19000244140625,90.30000305175781,90.44000244140625,46432900
2003-04-29,60.747615814208984,92.11000061035156,92.80000305175781,91.4000015258789,92.13999938964844,52017100
2003-04-30,60.6157112121582,91.91000366210938,92.56999969482422,91.41000366210938,91.91000366210938,48709100
2003-05-01,60.60914611816406,91.9000015258789,92.7300033569336,90.5,91.91999816894531,50240400
2003-05-02,61.473087310791016,93.20999908447266,93.47000122070312,91.48999786376953,91.55999755859375,50201500
2003-05-05,61.35435104370117,93.02999877929688,93.77999877929688,92.5,93.47000122070312,35437800
2003-05-06,61.93473815917969,93.91000366210938,94.37999725341797,93.0,93.04000091552734,44401000
2003-05-07,61.591773986816406,93.38999938964844,94.13999938964844,92.97000122070312,93.41999816894531,41413100
2003-05-08,60.97185516357422,92.44999694824219,93.33000183105469,92.27999877929688,92.5199966430664,40570700
2003-05-09,61.81599426269531,93.7300033569336,93.80000305175781,92.61000061035156,92.83000183105469,33608100
2003-05-12,62.5744743347168,94.87999725341797,95.12000274658203,93.27999877929688,93.5,35662300
2003-05-13,62.46235656738281,94.70999908447266,95.18000030517578,94.26000213623047,94.52999877929688,39253600
2003-05-14,62.330467224121094,94.51000213623047,95.23999786376953,93.91000366210938,95.08999633789062,32195100
2003-05-15,62.72615051269531,95.11000061035156,95.33000183105469,94.25,94.88999938964844,43879200
2003-05-16,62.567867279052734,94.87000274658203,95.44999694824219,94.26000213623047,94.88999938964844,38905000
2003-05-19,61.103763580322266,92.6500015258789,94.41999816894531,92.33000183105469,94.1500015258789,41606000
2003-05-20,60.97844314575195,92.45999908447266,93.02999877929688,91.58999633789062,92.81999969482422,55404600
2003-05-21,61.103763580322266,92.6500015258789,92.87999725341797,91.91000366210938,92.11000061035156,49333800
2003-05-22,61.710514068603516,93.56999969482422,94.05000305175781,92.68000030517578,92.94999694824219,38421800
