date,Adj Close,Close,High,Low,Open,Volume,daily_return,rolling_volatility,sma_20,sma_50,ema_20,rsi_14
2000-03-31,95.24880981445312,150.375,152.3125,148.4375,149.625,9249100.0,0.011350303053869304,0.0171268587994121,91.99522514343262,89.6511360168457,92.87662630487199,71.96117051823373
2000-04-03,95.802978515625,151.25,151.25,148.6875,150.125,8508200.0,0.005818116806408424,0.016847415379744234,92.37065467834472,89.74207550048828,93.15532651541989,78.21163418304471
2000-04-04,95.0904312133789,150.125,153.0,141.390625,151.75,19585500.0,-0.007437632036981778,0.016167574629960216,92.79585037231445,89.8704931640625,93.33962220093979,71.78753906834308
2000-04-05,94.49654388427734,149.1875,150.8125,147.625,147.875,8387200.0,-0.006245500430731132,0.016304184466203547,93.19678039550782,89.96689498901367,93.4498052184005,58.50334890911144
2000-04-06,95.31803131103516,150.484375,151.6875,149.0,150.25,6378500.0,0.008693306580226157,0.015284508359349646,93.51242141723633,90.09394165039062,93.62773151293713,59.22006289694152
2000-04-07,95.92173767089844,151.4375,152.125,150.5,151.5625,6023600.0,0.0063336008052170545,0.015150311575608044,93.88194198608399,90.24016967773437,93.84620828988584,63.50459361417614
2000-04-10,95.54562377929688,150.84375,153.109375,150.3125,151.75,9624200.0,-0.003921049604960092,0.01486221956405555,94.28102760314941,90.43415817260743,94.00805738411546,54.862273594252905
2000-04-11,95.26853942871094,150.40625,151.625,148.375,150.0,9006400.0,-0.0029000213680742126,0.014319416729049099,94.7284538269043,90.57601028442383,94.12810329312455,50.94333173584239
2000-04-12,92.65577697753906,146.28125,151.15625,146.15625,150.375,10779200.0,-0.027425238875704583,0.015366592933005905,94.94454765319824,90.648232421875,93.98788173925927,32.41393288742242
2000-04-13,91.36914825439452,144.25,148.15625,143.78125,147.46875,12225800.0,-0.013886114445475273,0.011735628073136202,94.88998794555664,90.69314254760742,93.73847855022453,25.811996188190278
2000-04-14,86.14356231689453,136.0,142.8125,133.5,142.625,29604000.0,-0.05719201762667914,0.017126690598846285,94.54359588623046,90.60668899536132,93.0151531946693,19.203188141202162
2000-04-17,89.15218353271484,140.75,140.75,134.6875,135.1875,23918200.0,0.03492566519077256,0.019172935491383776,94.37138710021972,90.58791076660157,92.64725132210219,32.66805889126232
2000-04-18,91.50769805908205,144.46875,144.46875,139.78125,140.5625,11069200.0,0.026421276888892287,0.019574293640133196,94.22194480895996,90.61900680541993,92.5387224399098,39.86869756254892
2000-04-19,90.65655517578124,143.125,145.125,142.53125,144.5,6553700.0,-0.009301325477024558,0.01956632916213677,94.0012420654297,90.60859756469726,92.3594684147547,41.342523401980124
2000-04-20,91.09203338623048,143.8125,143.9375,142.375,143.5625,8537600.0,0.004803604213780899,0.019117779780262596,93.72115631103516,90.64520111083985,92.23876031680001,39.45768830235037
2000-04-24,90.10233306884766,142.25,143.3125,140.5,141.5,12893100.0,-0.010864839444153063,0.019082623826542834,93.36288566589356,90.65845642089843,92.03529105509027,35.85466096962108
2000-04-25,93.8433609008789,148.15625,148.15625,144.4375,144.625,14102000.0,0.041519766521169954,0.021490091629524213,93.24312973022461,90.78286163330078,92.20748818326061,47.30988346602662
2000-04-26,92.78438568115234,146.484375,148.75,146.0,147.96875,7711100.0,-0.011284498014143995,0.021589255867098242,93.09813842773437,90.87582077026367,92.26243080210745,46.379270510518744
2000-04-27,92.47759246826172,146.0,147.34375,143.0,143.0,15595300.0,-0.003306517693018929,0.021586214329519127,92.93285827636718,90.94270233154298,92.28292238936024,43.85960861358857
2000-04-28,91.9035873413086,145.09375,147.859375,145.0625,147.0,8743400.0,-0.006206964429249395,0.02132254766830163,92.81904563903808,91.02436386108398,92.24679524192675,41.30249176847427
2000-05-01,93.15059661865234,147.0625,148.484375,145.84375,146.5625,7328300.0,0.013568668138194129,0.021395847264523503,92.71413497924804,91.14004699707031,92.33287156351966,45.00418385537898
2000-05-02,91.2899398803711,144.125,147.125,144.125,145.5,9411900.0,-0.019974716274749782,0.021744450151484344,92.48848304748535,91.25603073120118,92.23354473655313,42.21527968732322
2000-05-03,89.15218353271484,140.75,144.0,139.78125,144.0,12630700.0,-0.023417217170452975,0.022235677549354228,92.19157066345215,91.33360305786132,91.94008176475901,43.01485698362196
2000-05-04,89.8252182006836,141.8125,142.359375,140.75,142.0,5963600.0,0.007549278562782202,0.022342845475136708,91.95800437927247,91.4044970703125,91.73866618722802,46.84465353339682
2000-05-05,90.91389465332033,143.53125,144.0,140.9375,141.0625,7862400.0,0.012119942199354972,0.022444435306155693,91.73779754638672,91.53191299438477,91.66011651733204,61.73317675511532
2000-05-08,90.23098754882812,142.453125,143.375,141.84375,142.75,5064100.0,-0.0075115812285494465,0.022383345042666748,91.4532600402832,91.65179168701172,91.52400899652214,52.996232063524744
2000-05-09,89.50853729248047,141.3125,143.40625,140.265625,143.0625,5620300.0,-0.00800667571056679,0.02241260298944532,91.15140571594239,91.72188049316406,91.33205931042293,43.89368371894455
2000-05-10,87.48950958251953,138.125,140.96875,137.75,140.5,10293900.0,-0.022556817159948728,0.022834166382570714,90.76245422363282,91.73500274658203,90.96610219347976,40.97064613309849
2000-05-11,89.48869323730469,141.28125,141.5,139.125,140.125,7091100.0,0.022850552761408904,0.022887072741054438,90.60410003662109,91.77547332763672,90.82539657860595,45.803039023690744
2000-05-12,90.45858001708984,142.8125,143.46875,141.625,141.8125,5960800.0,0.010838093000343996,0.022849824905761366,90.55857162475586,91.83415740966797,90.79046166798535,50.93349316043432
2000-05-15,92.02232360839844,145.28125,145.609375,142.0,142.75,4441300.0,0.017286846543613343,0.01878992460982232,90.85250968933106,91.89134140014649,90.9077818527866,44.61362441354814
2000-05-16,92.91307067871094,146.6875,147.71875,145.3125,146.5625,8192200.0,0.009679684617648565,0.017359253636754085,91.04055404663086,91.98371505737305,91.09876174096986,50.384458459932404
2000-05-17,91.9431610107422,145.15625,146.1875,144.46875,145.6875,5907200.0,-0.010438893697988338,0.01659332333623115,91.06232719421386,92.0908479309082,91.17918071904342,48.46418866566022
2000-05-18,90.81494903564452,143.375,146.3125,143.375,145.625,4325600.0,-0.012270754699915898,0.016697347025084155,91.07024688720703,92.1775880432129,91.14449198729113,46.968122041746355
2000-05-19,89.38972473144531,141.125,143.234375,140.40625,142.5625,6518400.0,-0.015693719143527907,0.017026928128370263,90.98513145446778,92.1852783203125,90.9773712962582,39.62885242756114
2000-05-22,88.71673583984375,140.0625,141.46875,137.0,141.25,10839400.0,-0.00752870526924021,0.016939315052909205,90.91585159301758,92.18898651123047,90.76207268136159,42.406627009196036
2000-05-23,87.41033935546875,138.0,140.8125,137.5625,140.4375,7979200.0,-0.014725479606614189,0.013982573065255471,90.59420051574708,92.18591506958008,90.44285998365751,44.594705293806534
2000-05-24,88.83551788330078,140.25,140.6875,136.5,138.0,11081500.0,0.016304461672849824,0.014519710413699748,90.39675712585449,92.23622512817383,90.28977978362354,47.065734496043376
2000-05-25,87.31137084960938,137.84375,141.8125,137.71875,140.6875,8278900.0,-0.017156955573711108,0.014906828576514217,90.13844604492188,92.21577453613281,90.00612178990791,39.58808332884975
2000-05-26,87.41033935546875,138.0,139.6875,137.328125,138.8125,4814000.0,0.0011335122206459491,0.014907976906045365,89.91378364562988,92.11477447509766,89.75890441519942,41.563061385444506
2000-05-30,90.26071166992188,142.5,142.9375,139.46875,140.0,5362700.0,0.03260909791073585,0.016503787624507164,89.76928939819337,92.05856063842774,89.80669558231584,51.995794194060615
2000-05-31,90.45858001708984,142.8125,144.0,142.09375,142.5625,6056500.0,0.002192186871864621,0.015928223123349742,89.7277214050293,92.01580505371093,89.86877981419907,58.720849975977224
2000-06-01,92.04216766357422,145.3125,145.4375,143.0,143.6875,8961600.0,0.017506218273437346,0.015427961700811336,89.87222061157226,91.96671752929687,90.07576913318718,57.68783912478414
2000-06-02,93.64544677734376,147.84375,149.09375,147.484375,148.9375,8962200.0,0.017418963008669408,0.015778468514085587,90.06323204040527,91.93821426391601,90.41573843263066,59.24231877413697
2000-06-05,93.1902084350586,147.125,148.21875,146.875,147.46875,6998100.0,-0.004861297136715792,0.015673250277595044,90.17704772949219,91.86814346313477,90.67997367095714,53.61975039596229
2000-06-06,92.77452087402344,146.46875,147.78125,145.90625,146.625,4858900.0,-0.0044606355969772915,0.015597088443279566,90.30422439575196,91.77827896118164,90.87945435696345,49.55754842846854
2000-06-07,93.41780090332033,147.484375,148.0,146.0,146.625,4919500.0,0.006933800608578622,0.01547480769724565,90.49968757629395,91.72186538696289,91.12120164709268,54.8095193068543
2000-06-08,93.05160522460938,146.90625,147.75,146.0625,147.5,5723100.0,-0.003919977511458783,0.014427925278243674,90.77779235839844,91.66921325683593,91.30504960685617,57.6763894002182
2000-06-09,92.8537139892578,146.59375,147.96875,145.625,147.5,3085300.0,-0.0021266826603786315,0.013698664795921385,90.9460433959961,91.61062362670899,91.45254145279918,62.982417212899946
2000-06-12,91.76504516601562,144.875,146.96875,144.875,146.96875,3678900.0,-0.01172455873297773,0.0138551231949921,91.01136665344238,91.56232772827148,91.48230371120076,61.079314479409604
2000-06-13,93.48709869384766,147.59375,147.75,144.625,144.8125,6558700.0,0.01876589854793398,0.013951323499683794,91.08460540771485,91.52709350585937,91.67323656669095,71.43868428575036
2000-06-14,93.64544677734376,147.84375,148.875,147.1875,148.25,6420500.0,0.00169379610351017,0.013799727485244266,91.12122421264648,91.48394287109375,91.86106611056263,68.63506548093739
2000-06-15,93.8433609008789,148.15625,148.75,146.84375,148.125,5881200.0,0.002113440966390101,0.013560239521246615,91.21623420715332,91.45900146484375,92.04985609059275,78.20533178189241
2000-06-16,93.07233428955078,146.59375,148.3125,145.875,148.3125,5567900.0,-0.008216101852346447,0.013378754430589375,91.32910346984863,91.43051727294922,92.147234966684,73.10752096907669
2000-06-19,94.26274871826172,148.46875,149.15625,146.25,146.46875,5106900.0,0.012790207077084004,0.012983327794048457,91.57275466918945,91.40941162109375,92.34871246683426,68.89276589185025
2000-06-20,93.92547607421876,147.9375,148.875,147.0,148.1875,6480000.0,-0.0035780056133416505,0.01284827027374025,91.8331916809082,91.36948638916016,92.49888042944231,66.15386256101073
2000-06-21,93.88577270507812,147.875,148.4375,146.890625,146.9375,3115000.0,-0.00042271139631244736,0.012195011403468518,92.15696334838867,91.33628936767577,92.63096540807429,60.03379963542893
2000-06-22,92.4572296142578,145.625,147.6875,145.0,147.5625,7490500.0,-0.015215756867739572,0.012506284929339587,92.33804893493652,91.28006317138671,92.61441914199654,43.40775719321522
2000-06-23,91.6635971069336,144.375,146.125,143.875,145.8125,4863300.0,-0.00858377988000858,0.011946865945350521,92.55566024780273,91.26021957397461,92.52386466246674,41.8368545845892
2000-06-26,92.84417724609376,146.234375,146.25,144.875,145.375,5201300.0,0.012879487347446261,0.012162791959782437,92.82735214233398,91.28972015380859,92.55437062281216,50.344304309196644
2000-06-27,92.15963745117188,145.15625,146.71875,145.015625,145.984375,4159500.0,-0.007372996511213037,0.010179648910918668,92.92229843139648,91.41004165649414,92.51677698741784,43.806290234137286
2000-06-28,92.4175796508789,145.5625,146.984375,145.3125,145.625,5347700.0,0.002798863003814489,0.010184007286281492,93.02024841308594,91.47534957885742,92.50732962203318,46.84518264252541
2000-06-29,91.54456329345705,144.1875,145.75,143.515625,144.75,6345700.0,-0.00944643173647064,0.009672081697994835,92.99536819458008,91.47608688354492,92.41563759074022,43.89596825774023
2000-06-30,92.23897552490234,145.28125,145.59375,143.890625,143.9375,7420200.0,0.0075855103401309965,0.008950918859145328,92.925044631958,91.50773529052735,92.39881263208899,52.29408484409795
2000-07-03,93.50878143310548,147.28125,147.4375,145.1875,145.4375,1436600.0,0.013766478877037525,0.009452257624712768,92.94097328186035,91.55607025146485,92.50452394647151,50.10976210743254
2000-07-05,91.82234191894533,144.625,146.65625,144.375,146.375,2748200.0,-0.01803509240858414,0.010258487658575304,92.89336433410645,91.5904704284668,92.43955422956425,42.00760180559606
2000-07-06,92.53661346435548,145.75,146.46875,144.21875,144.9375,5963200.0,0.0077788426050020565,0.010292253173175486,92.8493049621582,91.56433547973633,92.44879796621103,44.51941266667868
2000-07-07,94.024658203125,148.09375,148.78125,146.25,146.6875,3034800.0,0.01608060510386733,0.010889002510639961,92.89795761108398,91.58914093017579,92.59887989353616,53.76751587166004
2000-07-10,93.86589813232422,147.84375,148.90625,147.53125,147.875,2816100.0,-0.0016884939954560085,0.010883716698614059,92.94856681823731,91.61690704345703,92.71954829723026,48.29046345740751
2000-07-11,94.06430053710938,148.15625,149.125,147.15625,147.46875,5431600.0,0.0021136792885683153,0.010491888471343604,93.06352958679199,91.66012130737305,92.84761993912352,50.60526389319462
2000-07-12,94.67937469482422,149.125,150.125,148.6875,149.28125,5883000.0,0.00653886920120339,0.00975001331009835,93.12314338684082,91.69069686889648,93.02207277299976,53.29474122317731
2000-07-13,95.0960693359375,149.78125,150.375,149.1875,149.984375,5356000.0,0.004401113151162983,0.009783579576830704,93.1956745147705,91.76681945800782,93.2195962551843,61.96034955904004
2000-07-14,96.02853393554688,151.25,151.25,149.671875,150.4375,5341900.0,0.009805500964664926,0.00998642332945032,93.3049331665039,91.90434646606445,93.48711412950453,69.5378766819681
2000-07-17,95.8698272705078,151.0,151.984375,150.6875,150.984375,4208300.0,-0.0016527031970059447,0.00976615709996135,93.44480781555175,92.02523864746094,93.71403919055247,64.90677299702135
2000-07-18,95.08615112304688,149.765625,150.625,149.34375,150.625,4262100.0,-0.008174377379962183,0.009617600485342928,93.48597793579101,92.10868377685547,93.8447165174567,64.27886490945426
2000-07-19,94.32228088378906,148.5625,149.90625,148.25,149.46875,8506800.0,-0.008033454191129441,0.009766958127338245,93.50581817626953,92.19050964355469,93.89019883805979,58.85607743449634
2000-07-20,95.63175201416016,150.625,150.625,148.8125,149.0,4538900.0,0.013882945981601669,0.010227599030224944,93.59311714172364,92.31297393798827,94.05606104530744,68.26253078322335
2000-07-21,93.7667007446289,147.6875,149.75,147.6875,149.75,5656900.0,-0.019502427073124107,0.010621990531354162,93.6585906982422,92.43851776123047,94.0285029214333,56.179751701389876
2000-07-24,93.23101806640624,146.84375,148.859375,146.5625,148.125,5628500.0,-0.005712930858915333,0.01050790205849345,93.73696174621583,92.5133642578125,93.95255198285929,48.8054842665934
2000-07-25,93.52863311767578,147.3125,147.84375,146.78125,147.75,4757100.0,0.0031922321287702893,0.010143628426366357,93.77118453979492,92.57476531982422,93.91217875760371,58.33330228253191
2000-07-26,92.61600494384766,145.875,147.15625,145.640625,146.96875,12062500.0,-0.009757740954899563,0.010253431545478052,93.79400291442872,92.5866389465332,93.78873363248408,50.380367954639425
2000-07-27,92.29850006103516,145.375,146.625,144.6875,145.9375,7652600.0,-0.003428185905934966,0.01026799783460572,93.78804893493653,92.5743475341797,93.64680662567942,40.685126982258005
2000-07-28,90.21524810791016,142.09375,145.90625,141.515625,145.71875,6229500.0,-0.022570810487141046,0.011272748515210373,93.72158317565918,92.53978927612305,93.31999152874901,33.68802788285062
2000-07-31,90.7906265258789,143.0,144.125,142.0625,142.9375,5265500.0,0.006377839999736068,0.011229347678236402,93.649165725708,92.53930282592773,93.07909962371377,35.84916487426122
2000-08-01,91.34620666503906,143.875,144.71875,143.125,143.625,3946600.0,0.006119355713464447,0.010832929178710834,93.5410369873047,92.57843246459962,92.91406219907807,35.51750588899846
2000-08-02,91.80248260498048,144.59375,145.40625,143.625,143.875,7439800.0,0.004995017927942547,0.010141468179092148,93.54004402160645,92.64014739990235,92.8081974758307,35.73853872028522
2000-08-03,92.4373779296875,145.59375,145.8125,142.625,142.875,4607100.0,0.006915884044649712,0.010108584133504765,93.53508224487305,92.74068817138672,92.77288132857896,34.038722121171475
2000-08-04,92.93344116210938,146.375,146.71875,145.40625,146.3125,3686600.0,0.00536647883715613,0.009475326727576356,93.48052139282227,92.82264663696289,92.78817274129614,37.32890242071642
2000-08-07,94.04448699951172,148.125,148.4375,146.375,146.71875,4159800.0,0.011955285670141924,0.00987121455581068,93.48945083618165,92.95730895996094,92.90782171826905,45.62851835226331
2000-08-08,94.40158081054688,148.6875,148.8125,147.5,147.5,3658700.0,0.0037970733046479577,0.009896060962307392,93.50631484985351,93.0971337890625,93.05008448896218,50.344556445731534
2000-08-09,93.6080093383789,147.4375,149.21875,147.375,149.140625,5383800.0,-0.008406336687947769,0.009958328614010028,93.45274658203125,93.16407974243164,93.10322018890665,40.79417170589773
2000-08-10,93.15167999267578,146.71875,147.859375,146.28125,147.53125,4193400.0,-0.0048748963782956345,0.009932973708948972,93.35552711486817,93.21794174194336,93.10783540831322,46.79105642123098
2000-08-11,93.58814239501952,147.40625,148.0,145.5625,146.625,5089400.0,0.004685502208634951,0.009703556409798959,93.2335075378418,93.24886123657227,93.15357893085667,51.882833070672305
2000-08-14,94.7786102294922,149.28125,149.5625,147.0625,147.78125,2966700.0,0.012720284899425893,0.01019145397761173,93.17894668579102,93.27152450561523,93.30834381644101,56.02308696211612
2000-08-15,94.6992416381836,149.15625,149.8125,148.5625,149.34375,5564600.0,-0.0008374103726191962,0.010032336474212296,93.15960121154785,93.30170516967773,93.4408102756546,60.91466817176687
2000-08-16,94.36193084716795,148.625,149.9375,147.84375,149.3125,5191600.0,-0.003561916496695905,0.009896443592274581,93.1615837097168,93.33345336914063,93.52853604437016,60.78850919140219
2000-08-17,95.35398864746094,150.1875,150.4375,148.34375,148.6875,5652200.0,0.010513326628508235,0.00967507681681316,93.14769554138184,93.37217712402344,93.70238867323594,80.32814344726206
2000-08-18,95.0364990234375,149.6875,150.375,149.21875,150.375,4626400.0,-0.0033295893389132525,0.00858228407937612,93.21118545532227,93.411875,93.82944680182658,75.8453020405394
2000-08-21,95.55237579345705,150.5,150.71875,149.40625,150.03125,2380600.0,0.0054281962753313096,0.008504809091157474,93.3272533416748,93.46584823608399,93.99353527721996,75.72798045216487
2000-08-22,95.39363098144533,150.25,151.3125,150.09375,150.5625,3075300.0,-0.0016613382000554289,0.008516160957715008,93.42050323486328,93.53841995239257,94.12687772524143,72.79579630481616
2000-08-23,95.77059936523438,150.84375,151.28125,149.28125,149.8125,5483200.0,0.003951714385024063,0.008146518955323792,93.57823295593262,93.58408996582031,94.283422643336,71.87483101646458
2000-08-24,96.06825256347656,151.3125,151.5,150.5,151.15625,4529000.0,0.0031079809483811616,0.008060286251877416,93.76672058105468,93.63254608154297,94.45340644525415,71.12281156308974
2000-08-25,96.02853393554688,151.25,151.625,150.9375,151.15625,2822200.0,-0.0004134417653057776,0.005668082846184382,94.05738487243653,93.67624954223633,94.60341858718678,65.62459819921133
2000-08-28,96.35595703125,151.765625,152.90625,151.25,151.25,5518700.0,0.003409643803610418,0.005617544125151249,94.33565139770508,93.7419219970703,94.7703270104309,65.46320062006356
2000-08-29,96.37577056884766,151.796875,151.875,150.90625,151.4375,3561900.0,0.0002056285694016502,0.005599991910870462,94.58712959289551,93.78418243408203,94.92322639694679,74.95418801349295
2000-08-30,95.45317840576172,150.34375,151.5,150.34375,151.3125,3964800.0,-0.009572864192321728,0.006200743851490346,94.76966438293456,93.8147364807129,94.97369801683392,69.14103842903137
2000-08-31,96.72296142578124,152.34375,153.09375,150.90625,151.0625,4863100.0,0.013302679294992181,0.006619206751194075,94.98394355773925,93.87148025512695,95.14029453197176,72.89770770477331
2000-09-01,96.82223510742188,152.5,153.59375,152.0,153.25,3191200.0,0.0010263714032041626,0.006584064475400886,95.17838325500489,93.95878036499023,95.30047934868129,67.75806883603485
2000-09-05,96.04846954345705,151.28125,152.203125,150.8125,151.875,3470800.0,-0.007991610223688328,0.0065186490941240615,95.27858238220215,94.0464778137207,95.3717165100885,60.461610905640555
2000-09-06,94.95714569091795,149.5625,151.953125,149.53125,151.1875,4322200.0,-0.01136222011372412,0.007045513569141244,95.30636062622071,94.0887371826172,95.3322335749294,54.132010796106954
2000-09-07,95.77059936523438,150.84375,151.078125,149.828125,150.25,4265500.0,0.008566534602505671,0.00696117340796559,95.41449012756348,94.16095642089844,95.37398269781559,52.965673655328814
2000-09-08,95.11589813232422,149.8125,150.5,149.328125,150.28125,3518200.0,-0.006836140081084463,0.007063802487407124,95.5127010345459,94.21492279052734,95.34940321538784,50.53931613035624
2000-09-11,94.97701263427734,149.59375,151.1875,148.6875,149.75,3937500.0,-0.0014601712308247583,0.007031733864032312,95.58214454650879,94.28357177734375,95.31393744575827,45.88090712459845
2000-09-12,94.28260040283205,148.5,150.25,148.4375,149.75,4769100.0,-0.007311371585451254,0.006655061146382249,95.55734405517578,94.32444427490235,95.21571487024148,42.61260045595157
2000-09-13,94.53060150146484,148.890625,149.34375,147.65625,148.0,7691600.0,0.002630401554191142,0.006683825621526465,95.54891204833984,94.34488067626953,95.15046597797705,41.61120728543749
2000-09-14,95.0068130493164,149.640625,149.9375,148.15625,149.875,3397100.0,0.00503764432139131,0.00672371272286907,95.58115615844727,94.40857009887695,95.13678474667603,42.98857711330459
2000-09-15,92.9281997680664,146.0,148.25,146.0,148.1875,4085700.0,-0.02187857075229993,0.00794088090417429,95.45986671447754,94.41640182495117,94.92644332014177,33.86629695888351
2000-09-18,92.07295989990234,144.65625,146.96875,144.203125,146.375,5109300.0,-0.009203232929278715,0.00812795704071839,95.31168975830079,94.37736785888671,94.65468299440468,28.87249681044443
2000-09-19,92.90834045410156,145.96875,146.3125,144.703125,145.125,6588200.0,0.009073028119302329,0.00833100770658826,95.179487991333,94.35821670532226,94.48836465723296,34.16935281057617
2000-09-20,92.22209930419922,144.890625,146.03125,143.15625,145.6875,6508100.0,-0.007386216851450023,0.00843922921526733,95.0209114074707,94.32137268066407,94.27252986170593,34.92303880313911
2000-09-21,90.81983184814452,142.6875,145.5625,142.625,144.46875,5972300.0,-0.01520533003081237,0.008846675602456307,94.77337303161622,94.24418182373047,93.94370147946199,22.79104736893565
2000-09-22,92.47071075439452,145.28125,145.3125,142.421875,142.625,7791300.0,0.018177515556407897,0.00993445090253198,94.5934959411621,94.1916746520996,93.80341664850319,32.45264768697723
2000-09-25,91.81438446044922,144.25,146.0625,143.71875,145.9375,9726300.0,-0.00709766680271906,0.009995486329761029,94.38278846740722,94.10739166259765,93.61398501154567,32.76295829714908
2000-09-26,90.64080047607422,142.40625,145.0,142.40625,144.375,5302400.0,-0.012782136386053411,0.010171919228352781,94.09703063964844,94.00281112670899,93.33082457959601,32.54498333950393
2000-09-27,91.1181640625,143.15625,143.96875,142.125,143.5625,7186200.0,0.005266542041977962,0.010317854152556085,93.83415031433105,93.92345138549804,93.12009500653924,30.66015116571137
2000-09-28,92.29173278808594,145.0,146.328125,142.890625,143.1875,7036400.0,0.012879635335727002,0.0107489234709875,93.67607803344727,93.88284042358399,93.04120336668655,38.74563180236376
2000-09-29,91.4165496826172,143.625,145.96875,143.625,145.46875,9333600.0,-0.009482789834255989,0.010280472989752343,93.41075744628907,93.79853637695312,92.88647444439424,36.59794436164073
2000-10-02,91.5557632446289,143.84375,144.90625,143.140625,144.28125,5517800.0,0.001522848570581825,0.010290709074630559,93.14743385314941,93.75431762695312,92.75974004441659,39.28809910003863
2000-10-03,90.70054626464844,142.5,145.75,142.28125,144.53125,9347200.0,-0.009340940970536171,0.010331279294830062,92.88003768920899,93.70370819091796,92.56362635110534,35.63939920463781
2000-10-04,91.456298828125,143.6875,144.25,141.75,142.875,6148900.0,0.008332392632690588,0.010411469792111595,92.70499534606934,93.66226150512695,92.45816658701199,36.960857327140054
2000-10-05,91.77452850341795,144.1875,144.84375,143.3125,143.40625,4566900.0,0.0034795818261901257,0.010204325988605482,92.50519180297852,93.64543197631836,92.39305819809827,45.13401459403025
2000-10-06,89.7855224609375,141.0625,144.640625,139.75,143.875,10014900.0,-0.021672745966832996,0.011070843593086323,92.23867301940918,93.5951724243164,92.14472146122583,41.19417924554343
2000-10-09,89.10924530029297,140.0,141.3125,139.375,141.3125,4508000.0,-0.007532140395337783,0.011114728413409406,91.94528465270996,93.57305236816406,91.85562849351794,35.19345693850322
2000-10-10,87.63736724853516,137.6875,141.25,137.6875,140.09375,6104700.0,-0.016517680593048145,0.01148182289359276,91.61302299499512,93.50998718261718,91.45388932732911,33.16262373130574
2000-10-11,86.90142059326172,136.53125,138.625,135.125,137.625,10346000.0,-0.008397635373805001,0.01143232351424416,91.23156394958497,93.42109146118165,91.02032087646555,34.86915912079829
2000-10-12,84.73332977294922,133.125,137.59375,132.78125,137.28125,12336900.0,-0.0249488536034429,0.012111973925491024,90.7178897857666,93.27970840454101,90.4215598189878,21.269904043585967
2000-10-13,87.55781555175781,137.5625,137.65625,132.875,132.9375,11778800.0,0.033333822551020464,0.014308026717796057,90.44937057495117,93.18211715698243,90.1488222697278,36.386643652279695
2000-10-16,87.95561981201172,138.1875,138.234375,136.6875,137.40625,5659000.0,0.004543332399821631,0.014318211474672419,90.24350357055664,93.08256072998047,89.93994584518342,40.96386593888477
2000-10-17,85.76765441894531,134.75,138.5625,134.40625,138.4375,7831700.0,-0.02487578846857952,0.01491295231626417,89.88646926879883,92.91702407836914,89.54258475697027,33.85348315268989
2000-10-18,85.44940185546875,134.25,136.125,130.15625,132.625,10897300.0,-0.0037106362023381356,0.01489016761653049,89.5478343963623,92.73798049926758,89.15275781397014,28.227584927756837
2000-10-19,88.67168426513672,139.3125,139.453125,136.4375,136.84375,8767300.0,0.037709829907507375,0.017252272398025435,89.44042701721192,92.63925399780274,89.1069412855098,42.40087393910048
