date,Adj Close,ret_1d,ret_5d,ret_21d,ret_63d,vol_21d,vol_63d,px_over_sma_10,px_over_sma_50,px_over_sma_200,rsi_14,macd,macd_signal,vol_zscore_21d,best_strategy_code,best_strategy
2015-06-19,244.6060028076172,-0.017674205583297353,0.04737030685884047,0.031674975478370504,0.09746860964366233,0.018200089904747363,0.01828647009883185,0.02558019353701657,0.03982589671206904,-0.052567437454508203,75.7264574188078,3.4077623406703594,0.9275279547891853,-0.893991309560484,0.0,Buy & Hold
2015-06-26,243.593994140625,0.0032743058337771913,-0.0014347805363745803,0.08287100641453593,0.05329742326333875,0.016364487698919263,0.01729613423622154,-0.00583903084747095,0.030466230919808712,-0.03961353213663099,66.33073137869424,3.0918093541120584,2.894152612258127,-0.9554683545078098,0.0,Buy & Hold
2015-07-03,256.33599853515625,0.0036176685606230663,0.029416358721345404,0.11459159639333594,0.10452046213922861,0.019097423450555488,0.015775993674100833,0.018251268721499514,0.07455518354767476,0.023852281236111716,62.61452541834985,5.770135282703194,4.787437416128803,-0.7690620522869279,0.0,Buy & Hold
2015-07-10,284.8940124511719,0.05818865723357458,0.04773960176407632,0.16470572750105905,0.16825432620068104,0.0206633842910053,0.01694486570397208,0.06969822848336671,0.169949244676163,0.1462926580223347,77.49521740685118,9.246267950679226,7.3517512192872925,-0.6625829182460478,2.0,Mean Reversion
2015-07-17,279.47198486328125,0.00497321238485493,-0.10099180385000128,0.14728602340640684,0.1762041619013388,0.029366359645775476,0.020617414542422094,-0.02001443952334281,0.11491905101832689,0.12954235394495295,61.20733902422294,10.54727050201194,10.987149364986818,-0.1778841177048821,1.0,Momentum
2015-07-24,288.27801513671875,0.044300118488887597,0.053593751533608236,0.12460995250022089,0.19941920256596113,0.02939925896505272,0.02131411312370114,0.03389636355401748,0.11921280959500691,0.1683230418193722,51.894783284172554,6.018332505724516,7.541415728470934,-0.16691698553499598,1.0,Momentum
2015-07-31,284.6499938964844,-0.010676942077459284,-0.027456081311807656,-0.0008565239844390282,0.20056855556420095,0.025142116772925934,0.021411881743707607,-0.009204853575438543,0.06846548018446375,0.15201202171801564,55.74187566201129,6.094368748442719,6.926330399697351,-0.3799232689967109,1.0,Momentum
2015-08-07,279.5849914550781,0.0036183734496617603,-0.010717876928472814,0.0004043574952679041,0.24286512950964623,0.014289495814339949,0.020938917616283345,-0.012996957858517955,0.02718562969990357,0.11963370208471225,36.83472988024985,2.0596856977190896,3.9756049987645583,-0.9435874644988302,1.0,Momentum
2015-08-14,265.67999267578125,0.006058793490122394,0.0022520676380113347,-0.07838968382732958,0.15522083850292923,0.018011036454937037,0.022828726982137025,-0.014947833365482666,-0.034451508242839046,0.06018058357834333,32.49934260869772,-3.453511721340135,-1.14653780839158,-0.7088686386539138,1.0,Momentum
2015-08-21,232.56900024414065,-0.011816468184631113,-0.10033766757799789,-0.1829650264151541,-0.0492097594716171,0.04751542319160601,0.03335893288601252,-0.062165801806773,-0.14896769545529298,-0.07275580936487602,30.20579233234311,-11.991092763830068,-7.684059058276517,0.920219630248825,2.0,Mean Reversion
2015-08-28,231.39599609375,0.029483598646369513,0.014142980230964719,-0.1723590208134288,-0.05007511818962662,0.05245032208356688,0.035598785511331145,0.020596634912535938,-0.13478768659561757,-0.07757752604066692,36.47595590129555,-12.9839779483911,-12.456404337179727,1.136691297808544,2.0,Mean Reversion
2015-09-04,230.29800415039065,0.013711437526467307,0.006718813752407016,-0.1331752089009145,-0.10157759555255952,0.050277643753309884,0.03499800609934975,0.007657498906521454,-0.11036373257607635,-0.08161180339222418,48.01981357253667,-8.419490669707983,-10.308538000627047,0.9648927960660365,2.0,Mean Reversion
2015-09-11,240.10699462890625,0.006834997042964641,0.0011132350529201585,0.032411862186501716,-0.15720589364770066,0.02475523068602305,0.033918032959905975,0.016614218610098153,-0.05338300626968839,-0.04233608713604198,63.226149634596794,-2.281938799369641,-5.093919114763755,-0.44900426328817156,1.0,Momentum
2015-09-18,232.9750061035156,0.013772283967388832,0.010684965493100496,0.006823843266181129,-0.1663743819707444,0.01253822343178534,0.03190311839931789,-0.0023838049842555,-0.05031534040196339,-0.06821708057776665,53.73351265997872,-2.847356129916875,-3.319793765046282,-1.075691099325973,0.0,Buy & Hold
2015-09-25,235.1439971923828,0.0026222352720963737,0.017006000906768293,0.021042271121149536,-0.18431519281529873,0.013426523577953937,0.03140112866753667,0.016953236177932318,-0.012871751568893974,-0.05341758500365601,41.66806277304125,-1.731076275271846,-2.5554206213730355,-0.9842792741089903,0.0,Buy & Hold
2015-10-02,237.29299926757807,-0.0010776585396813365,0.01948811597353406,-0.011719755876655413,-0.16636921006268535,0.012153791959145203,0.03151340370856183,0.00813413470460822,0.014648483731299233,-0.03754336627807109,57.65114432982996,0.24160128572532358,-0.7667316314819284,-1.0548498375652289,0.0,Buy & Hold
2015-10-09,243.93099975585935,0.006714700936135909,0.023806013650608415,0.04702647651171543,-0.12752469835258462,0.011612599291129806,0.031623477146262235,0.014881798426904513,0.045194125405971564,-0.007266321628809802,65.30998014021483,2.208669300679503,1.154058020622779,-1.1344612671522403,0.0,Buy & Hold
