date,Adj Close,Close,High,Low,Open,Volume,daily_return,rolling_volatility_20d,rolling_volatility_10d,rolling_volatility_60d,sma_20,sma_50,sma_200,ema_20,price_over_sma20,price_over_sma50,price_over_sma200,mom_20d,mom_60d,weekly_return_5d,rsi_14,intraday_range,intraday_range_10d_ma,drawdown_60d,best_strategy,vix_level,vix_5d_change,vix_20d_ma,vix_20d_vol,rate_10y,rate_10y_20d_change,macd,macd_signal,macd_hist,month_pos_frac
2015-04-05,260.5979919433594,260.5979919433594,260.67498779296875,251.94200134277344,253.7610015869141,19649200.0,0.0272016836952229,0.0341995991706426,0.0209915652275443,0.0337052974349112,255.1357009887696,259.63990112304685,309.8594901275635,256.1316634755757,0.0214093556229917,0.0036900754320441,-0.1589801176137095,-0.1032199552391051,0.1487526970738892,0.0670449791396239,44.618262454462105,0.0335113343931422,0.0319055082461882,-0.1207271976916202,momentum,,,,,,,0.0,0.0,0.0,0.38461538461538464
2015-04-06,255.49200439453125,255.49200439453125,261.7980041503906,254.5749969482422,260.72100830078125,20034200.0,-0.0195933495525088,0.0342433478574898,0.0221834326386917,0.0332996099067713,253.63505096435543,260.05324127197264,309.0147501373291,256.0707435630953,0.0073213596587513,-0.0175396270976337,-0.1732045014647741,-0.1051225021452786,0.1767806020921543,0.0332427493416012,42.21958447201535,0.0282709716073723,0.0300376072992255,-0.1379550970592623,momentum,14.739999771118164,,,,0.19040000438690186,,-0.4073152460603069,-0.08146304921206138,-0.3258521968482455,0.38461538461538464
2015-04-07,253.17999267578125,253.17999267578125,255.80499267578125,252.2050018310547,255.2740020751953,18467400.0,-0.0090492527319163,0.0255327633507688,0.0213269941982169,0.0332268706304504,253.4791000366211,260.4399810791016,308.3066701507568,255.79543395477964,-0.0011800079801318,-0.0278758598170658,-0.1788046864118104,-0.0121694521555637,0.1390855340277383,0.0006916376735306,57.09527702825377,0.0142190968831279,0.0285995277436209,-0.1457559592522334,momentum,14.779999732971191,,,,0.18930000066757202,,-0.9062290916653524,-0.24641625770271958,-0.6598128339626328,0.38461538461538464
2015-04-08,245.02200317382807,245.02200317382807,253.8470001220703,244.21499633789065,253.06399536132807,30086400.0,-0.0322220939171926,0.0260996189824539,0.0198017238302299,0.0334009526509153,252.6837997436524,260.4682211303711,307.4872602081299,254.7693929280224,-0.0303216770429967,-0.0593017370392059,-0.2031474637096209,-0.0609593654522194,0.0758186707486472,-0.0365678267082743,49.03699283143985,0.0393107707039124,0.0274674225392114,-0.1732814909614101,momentum,13.979999542236328,,,,0.18949999809265136,,-1.93756840001123,-0.5846466861644217,-1.3529217138468084,0.38461538461538464
2015-04-09,243.67599487304688,243.67599487304688,246.1179962158203,239.3999938964844,244.75100708007807,21643500.0,-0.0054934180740751,0.0260673581472891,0.018734173097861,0.0333032673942074,251.7801498413086,260.61522094726564,306.7115351104736,253.7128788275485,-0.0321874261071398,-0.0649970712096141,-0.2055206049381942,-0.0690470585780024,0.0907023439969965,-0.0394999196152455,45.95454396379258,0.0275694055248894,0.0261730715755096,-0.1778230013611351,momentum,13.09000015258789,,,,0.19579999446868895,,-2.8308911026236103,-1.0338955694562595,-1.7969955331673508,0.38461538461538464
2015-04-10,236.072006225586,236.072006225586,243.69400024414065,232.77099609375,243.69400024414065,28882000.0,-0.0312053251343963,0.0268045477053343,0.0207426089204956,0.033510390449313,250.58250045776367,260.5310009765625,305.8811351013184,252.0327957225997,-0.0579070533882851,-0.0938813218361559,-0.2282230607409286,-0.092118020317824,0.0725183116213379,-0.0941142544302647,41.71417995215519,0.0462697984612069,0.0283469766466659,-0.2034793019216829,momentum,12.579999923706055,,,,0.19509999752044677,,-4.105112928654421,-1.648139041295892,-2.456973887358529,0.38461538461538464
2015-04-11,236.552001953125,236.552001953125,239.53700256347656,234.1750030517578,236.01600646972656,16365200.0,0.0020332598312413,0.0255763309590073,0.0201191150705423,0.0335081600270948,249.01210098266603,260.38646087646487,304.8849401855469,250.5584344112212,-0.0500381265824844,-0.0915349394247024,-0.2241269712791843,-0.117211488668145,0.0760238042074161,-0.074131487935564,36.64638682932675,0.0226673182532662,0.0280331507775512,-0.201859768381528,momentum,12.579999923706055,-0.1465400190605467,,,0.19509999752044677,,-5.018362700941509,-2.3221837732250155,-2.6961789277164936,0.38461538461538464
2015-04-12,236.1529998779297,236.1529998779297,237.72799682617188,233.4949951171875,236.5350036621093,12387900.0,-0.0016867414855967,0.0255922721871757,0.0177499897251352,0.0335054749330691,247.4827514648437,260.2188409423828,303.9496802520752,249.1864882651934,-0.0457799645423916,-0.0924830845349193,-0.2230523168108601,-0.114669683872934,0.0774140680627559,-0.067252521093387,43.58673561328157,0.017924827172098,0.0262506061259803,-0.2032060246215228,momentum,12.579999923706055,-0.14884978680732863,,,0.19509999752044677,,-5.708511688635667,-2.999449356307146,-2.7090623323285214,0.38461538461538464
2015-04-13,224.5870056152344,224.5870056152344,236.9349975585937,221.9960021972656,235.9499969482422,31181800.0,-0.0489766984483529,0.0215963181782403,0.0215630134122713,0.0341114591580253,246.4323516845703,259.99104095458983,303.0147452545166,246.84368039376872,-0.0886464212998203,-0.1361740589574358,-0.2588248290472035,-0.0855391823980569,0.0127297395002425,-0.0834006631808339,30.189814502458404,0.0665176300846266,0.0312650741450546,-0.2422303628790988,momentum,13.9399995803833,-0.002861227694048174,,,0.19390000104904176,,-7.106815860193564,-3.82092265708443,-3.2858932031091337,0.38461538461538464
2015-04-14,219.15899658203125,219.15899658203125,224.9759979248047,216.322998046875,224.75900268554688,31719000.0,-0.0241688472506842,0.0219793340536719,0.0215722600749534,0.0333071891161272,245.08045120239257,259.5963809204102,302.08841529846194,244.2070438402699,-0.1057671246041359,-0.1557702160369356,-0.2745203540311097,-0.1098226581146167,-0.0690999980296772,-0.1006131043141478,29.120494724259743,0.0394827500256913,0.0335743903109333,-0.2605447814898802,momentum,13.670000076293945,0.04430862619901421,,,0.19040000438690186,,-8.554367531610438,-4.767611631989632,-3.7867558996208066,0.38461538461538464
2015-04-15,223.8329925537109,223.8329925537109,223.8329925537109,218.6490020751953,219.072998046875,22562000.0,0.0213269637321513,0.0225580991572548,0.020362035188998,0.0311044136009843,243.8455009460449,259.2983407592773,301.2099803161621,242.26665800345475,-0.0820704434352558,-0.13677429674913,-0.2568871976992037,-0.0993795783136489,-0.130141029981991,-0.0518444091171897,30.98994190177929,0.0231600820744584,0.0325392650790649,-0.2447744468631648,momentum,12.84000015258789,0.020667744869527827,,,0.1899999976158142,,-9.218149162112383,-5.6577191380141825,-3.5604300240982,0.38461538461538464
