date,Adj Close,Close,High,Low,Open,Volume,daily_return,rolling_volatility_20d,rolling_volatility_10d,rolling_volatility_60d,sma_20,sma_50,sma_200,ema_20,price_over_sma20,price_over_sma50,price_over_sma200,mom_20d,mom_60d,weekly_return_5d,rsi_14,intraday_range,intraday_range_10d_ma,drawdown_60d
2015-04-05,260.5979919433594,260.5979919433594,260.67498779296875,251.94200134277344,253.7610015869141,19649200.0,0.02720168369522291,0.03419959917064262,0.020991565227544348,0.033705297434911255,255.13570098876954,259.63990112304685,309.8594901275635,256.1316634755757,0.021409355622991733,0.0036900754320441376,-0.15898011761370956,-0.1032199552391051,0.14875269707388927,0.06704497913962393,44.618262454462105,0.03351133439314227,0.03190550824618829,-0.12072719769162021
2015-04-06,255.49200439453125,255.49200439453125,261.7980041503906,254.5749969482422,260.72100830078125,20034200.0,-0.0195933495525088,0.03424334785748989,0.022183432638691773,0.033299609906771305,253.63505096435546,260.05324127197264,309.0147501373291,256.0707435630953,0.0073213596587513585,-0.017539627097633792,-0.17320450146477417,-0.10512250214527863,0.1767806020921543,0.03324274934160121,42.21958447201535,0.02827097160737232,0.030037607299225576,-0.13795509705926234
2015-04-07,253.17999267578125,253.17999267578125,255.80499267578125,252.2050018310547,255.2740020751953,18467400.0,-0.009049252731916368,0.025532763350768824,0.021326994198216903,0.03322687063045047,253.4791000366211,260.4399810791016,308.3066701507568,255.79543395477964,-0.0011800079801318475,-0.027875859817065862,-0.17880468641181047,-0.012169452155563754,0.13908553402773838,0.0006916376735306429,57.09527702825377,0.014219096883127967,0.02859952774362095,-0.1457559592522334
2015-04-08,245.02200317382807,245.02200317382807,253.8470001220703,244.21499633789065,253.06399536132807,30086400.0,-0.03222209391719266,0.026099618982453977,0.019801723830229972,0.03340095265091535,252.68379974365234,260.4682211303711,307.4872602081299,254.76939292802234,-0.03032167704299671,-0.05930173703920594,-0.2031474637096209,-0.06095936545221947,0.07581867074864723,-0.0365678267082743,49.03699283143985,0.03931077070391243,0.027467422539211406,-0.1732814909614101
2015-04-09,243.67599487304688,243.67599487304688,246.1179962158203,239.3999938964844,244.75100708007807,21643500.0,-0.005493418074075107,0.026067358147289173,0.01873417309786106,0.03330326739420744,251.7801498413086,260.61522094726564,306.7115351104736,253.7128788275485,-0.03218742610713987,-0.06499707120961418,-0.20552060493819424,-0.06904705857800242,0.0907023439969965,-0.03949991961524557,45.95454396379258,0.02756940552488944,0.026173071575509615,-0.17782300136113516
2015-04-10,236.07200622558597,236.07200622558597,243.69400024414065,232.77099609375,243.69400024414065,28882000.0,-0.031205325134396333,0.026804547705334393,0.02074260892049564,0.03351039044931303,250.58250045776367,260.5310009765625,305.88113510131836,252.0327957225997,-0.05790705338828517,-0.09388132183615594,-0.22822306074092868,-0.09211802031782401,0.07251831162133793,-0.09411425443026478,41.71417995215519,0.04626979846120694,0.028346976646665988,-0.20347930192168295
2015-04-11,236.552001953125,236.552001953125,239.53700256347656,234.1750030517578,236.01600646972656,16365200.0,0.002033259831241363,0.02557633095900735,0.020119115070542353,0.03350816002709487,249.01210098266603,260.38646087646487,304.8849401855469,250.55843441122116,-0.05003812658248441,-0.09153493942470248,-0.22412697127918435,-0.11721148866814501,0.07602380420741617,-0.07413148793556401,36.64638682932675,0.022667318253266275,0.02803315077755123,-0.20185976838152808
2015-04-12,236.1529998779297,236.1529998779297,237.72799682617188,233.4949951171875,236.53500366210935,12387900.0,-0.0016867414855967766,0.025592272187175778,0.01774998972513526,0.033505474933069136,247.48275146484374,260.2188409423828,303.9496802520752,249.1864882651934,-0.04577996454239164,-0.09248308453491938,-0.22305231681086013,-0.11466968387293408,0.07741406806275597,-0.06725252109338709,43.58673561328157,0.01792482717209802,0.026250606125980392,-0.20320602462152282
2015-04-13,224.5870056152344,224.5870056152344,236.93499755859372,221.9960021972656,235.9499969482422,31181800.0,-0.04897669844835295,0.021596318178240332,0.021563013412271348,0.034111459158025305,246.4323516845703,259.99104095458983,303.0147452545166,246.84368039376872,-0.08864642129982037,-0.13617405895743584,-0.2588248290472035,-0.08553918239805691,0.012729739500242587,-0.08340066318083394,30.189814502458404,0.06651763008462662,0.0312650741450546,-0.24223036287909883
2015-04-14,219.15899658203125,219.15899658203125,224.9759979248047,216.322998046875,224.75900268554688,31719000.0,-0.024168847250684244,0.02197933405367195,0.021572260074953404,0.0333071891161272,245.08045120239257,259.5963809204102,302.08841529846194,244.2070438402699,-0.10576712460413595,-0.15577021603693564,-0.27452035403110975,-0.10982265811461678,-0.06909999802967726,-0.10061310431414783,29.120494724259743,0.03948275002569136,0.033574390310933365,-0.26054478148988025
2015-04-15,223.8329925537109,223.8329925537109,223.8329925537109,218.6490020751953,219.072998046875,22562000.0,0.02132696373215137,0.022558099157254864,0.020362035188998012,0.03110441360098434,243.84550094604492,259.2983407592773,301.2099803161621,242.26665800345475,-0.08207044343525582,-0.13677429674913,-0.25688719769920376,-0.09937957831364896,-0.13014102998199106,-0.051844409117189794,30.98994190177929,0.023160082074458473,0.03253926507906499,-0.24477444686316485
2015-04-16,228.572998046875,228.572998046875,229.6719970703125,223.91700744628903,223.91700744628903,24805400.0,0.02117652737018516,0.02329923519892908,0.023202183313994897,0.029137111615740924,242.92270050048828,259.12040069580075,300.46694030761716,240.96249991235192,-0.059071064268793716,-0.11788883687621121,-0.23927405187118878,-0.07471190990242749,-0.026624077430501103,-0.03373044337131048,29.860181376803368,0.025177906722137194,0.032229958590541466,-0.22878139226649952
2015-04-17,222.8820037841797,222.8820037841797,228.906005859375,221.94200134277344,228.5749969482422,20429800.0,-0.0248979289387814,0.022853668933583385,0.023605080105311742,0.029309422938440903,241.42690048217773,258.8495208740234,299.70401527404783,239.24054790014506,-0.0768137132231751,-0.13895145321651325,-0.25632626716603213,-0.11833954333125907,-0.04687332281249079,-0.05619660178193775,25.826527921039954,0.0312452526375567,0.033932574165984344,-0.24798313835811414
2015-04-18,223.3560028076172,223.3560028076172,224.3159942626953,220.87600708007807,222.85299682617188,12939000.0,0.0021266814520228827,0.021465752030734028,0.022890339349277124,0.028785554776908157,240.45905075073242,258.24008087158205,298.8860752868652,237.72773408180907,-0.07112665499476167,-0.1350839031115083,-0.2527052235764269,-0.07975260836193443,-0.08314107693439976,-0.005481184471225364,26.617226901428666,0.015401364366196157,0.03154163353221272,-0.24638383804685193
2015-04-19,222.6000061035156,222.6000061035156,226.35299682617188,222.3730010986328,223.45599365234372,15021500.0,-0.0033847163031152094,0.02072854351656785,0.022935659922812705,0.028537314765520475,239.21275100708007,257.60682098388673,298.08100036621096,236.28699808387637,-0.06944757264663026,-0.13589242220632347,-0.25322309764782824,-0.1007005113592373,-0.0580807769387911,0.015700973152595887,17.652467142437715,0.01787958498836809,0.03057265147856058,-0.24893461495650582
